city_cn,city,city_id,province_cn,province,tier,lat,lng,population,city_tier1,city_tier2,city_tier3,city_tier4,city_tier5,distance,local_flow,pagerank,mean_intensity,intensity_2019,intensity_2020,intensity_reduction,date_0123,date_0124,date_0125,date_0126,date_0127,date_0128,date_0129,date_0130,date_0131,date_0201,date_0202,date_0203,date_0204,date_0205,date_0206,date_0207,date_0208,date_0209,date_0210,date_0211,date_0212,date_0213,date_0214,date_0215,date_0216,date_0217,date_0218,date_0219,date_0220,date_0221,date_0222,date_0223,date_0224,date_0225,date_0226,date_0227,date_0228,date_0229,date_0301,date_0302,date_0303,date_0304,date_0305,date_0306,date_0307,date_0308,date_0309,date_0310,date_0311,date_0312,date_0313,date_0314,date_0315,date_0316,date_0317,date_0318,date_0319,date_0320,date_0321,date_0322,date_0323,date_0324,date_0325,date_0326,date_0327,date_0328,date_0329,date_0330,date_0331,date_0401,hubei_city
渭南市,Weinan,610500,陕西省,Shaanxi,Tier 4,34.50571551675255,109.51658960525896,527.81,0,0,0,1,0,624.7902474467328,8.047004292,0.0035567483414884376,4.682377272727272,327.9811,250.5733,77.40779999999995,0,0,0,1,3,3,4,5,5,5,6,6,9,9,9,9,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
延安市,Yanan,610600,陕西省,Shaanxi,Tier 4,36.59111103521779,109.49658191612689,225.57,0,0,0,1,0,800.6782726607169,1.9538868599999992,0.0017054150603683484,4.979622727272727,345.36730000000006,282.7798,62.58750000000003,0,1,1,2,2,3,3,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
汉中市,Hanzhong,610700,陕西省,Shaanxi,Tier 5,33.073799907833795,107.02943020926465,343.7,0,0,0,0,1,741.7416470313216,8.650465632000001,0.0019570564241522493,5.31895,346.1865,312.8513000000001,33.33519999999993,0,0,1,3,4,6,6,11,13,15,15,16,19,20,21,21,21,21,21,21,21,21,21,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0
榆林市,Yulin,610800,陕西省,Shaanxi,Tier 4,38.290883835484046,109.74161603381395,342.42,0,0,0,1,0,950.7281858819413,2.7206707680000006,0.002734984442200964,5.275604545454545,356.7249000000001,307.0494,49.67550000000006,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
安康市,Ankang,610900,陕西省,Shaanxi,Tier 5,32.69051277057377,109.03560108265744,267.49,0,0,0,0,1,551.5059358303325,15.409184364000001,0.0018283832631612734,5.226599999999999,331.4859,314.8021,16.68380000000002,0,1,3,7,8,10,10,13,14,16,17,17,19,21,21,21,21,22,22,22,22,23,24,24,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0
商洛市,Shangluo,611000,陕西省,Shaanxi,Tier 5,33.87863385220776,109.92441788136406,237.91,0,0,0,0,1,550.5880881699871,3.8552173560000007,0.0016256358635531663,4.5984181818181815,303.02219999999994,281.8766,21.145599999999945,0,0,1,1,2,2,2,2,2,2,2,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
兰州市,Lanzhou,620100,甘肃省,Gansu,Tier 2,36.06723469354557,103.84052119633628,379.09,0,1,0,0,0,1147.081097180114,18.215138898000003,0.007785367855072795,4.634218181818183,304.747,226.6461,78.10090000000002,1,2,4,8,11,14,14,15,20,23,26,28,30,30,32,32,33,33,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,0
嘉峪关市,Jiayuguan,620200,甘肃省,Gansu,Tier 5,39.777960147390594,98.29620384300112,25.31,0,0,0,0,1,1774.504092119675,1.122574788,0.0013920592229817075,5.20755,331.6648,307.4846,24.18019999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金昌市,Jinchang,620300,甘肃省,Gansu,Tier 5,38.52582009209263,102.19460568669837,45.82,0,0,0,0,1,1415.4905428433365,1.225591884,0.0009605454014413187,5.121590909090908,343.1418,320.00279999999987,23.13900000000007,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
白银市,Baiyin,620400,甘肃省,Gansu,Tier 5,36.55082533041454,104.14445082834352,174.08,0,0,0,0,1,1150.7923083980056,4.366698984,0.001989120928183473,4.626881818181818,323.56909999999993,274.0478,49.52129999999993,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
天水市,Tianshui,620500,甘肃省,Gansu,Tier 5,34.58741188165064,105.73141674566955,336.89,0,0,0,0,1,918.4709136386937,9.437100696,0.002798936700407237,4.2647772727272715,299.3886,250.86059999999995,48.52800000000005,0,0,0,0,1,1,2,2,3,3,8,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
武威市,Wuwei,620600,甘肃省,Gansu,Tier 5,37.93437780815811,102.64455434036918,182.5,0,0,0,0,1,1345.9775851147238,3.4060545360000005,0.0020571494138616354,4.840854545454546,328.94020000000006,298.815,30.125200000000067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张掖市,Zhangye,620700,甘肃省,Gansu,Tier 5,38.93206600700493,100.45641147405634,123.76,0,0,0,0,1,1566.5477015635345,2.279900844,0.0015010960017448824,5.0253227272727266,332.189,296.2699,35.91910000000001,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
平凉市,Pingliang,620800,甘肃省,Gansu,Tier 5,35.54923205046352,106.67144234827795,212.53,0,0,0,0,1,899.7067727832617,4.350384936000001,0.001970500858427085,4.6675772727272715,323.8347,275.9302,47.90450000000004,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
酒泉市,Jiuquan,620900,甘肃省,Gansu,Tier 5,39.73846908071564,98.50068521606796,113.22,0,0,0,0,1,1757.1550674763826,2.42728812,0.0021760541844599193,4.443822727272726,310.4663,265.55249999999995,44.91380000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庆阳市,Qingyang,621000,甘肃省,Gansu,Tier 5,35.715215983562004,107.64938569595421,227.88,0,0,0,0,1,841.1813334800024,4.252838579999999,0.0015927157381639822,4.3260272727272735,311.9298,267.7638,44.166000000000004,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
定西市,Dingxi,621100,甘肃省,Gansu,Tier 5,35.586832926561875,104.632420083063,282.58,0,0,0,0,1,1058.6873591290666,5.547572712000002,0.002959796961432911,4.542027272727274,322.4425,284.94019999999995,37.50230000000005,0,0,1,1,1,1,2,2,2,3,3,3,3,5,5,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
陇南市,Longnan,621200,甘肃省,Gansu,Tier 5,33.406620229951265,104.92857497071192,264.31,0,0,0,0,1,939.2523272712233,2.93997438,0.0018580144122485875,4.56125,297.0998,274.42490000000004,22.674899999999923,0,0,0,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
临夏回族自治州,Linxia,622900,甘肃省,Gansu,Tier 5,35.607562183503106,103.21639056529743,207.14,0,0,0,0,1,1174.176225448376,1.2364902720000002,0.0018942187625190761,4.55965,341.459,301.28399999999993,40.17500000000007,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
甘南藏族自治州,Gannan,623000,甘肃省,Gansu,Tier 5,34.98913990996821,102.91758468825803,72.32,0,0,0,0,1,1172.1010445886473,0.329389092,0.001088950224197866,3.8545227272727267,281.15809999999993,220.7959,60.36219999999997,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
西宁市,Xining,630100,青海省,Qinghai,Tier 4,36.62338469651661,101.78445017050856,238.71,0,0,0,1,0,1339.2435986446185,8.538807132,0.005241768685239018,4.987504545454547,317.84879999999987,264.8877,52.96109999999993,0,0,1,4,6,6,6,8,9,9,12,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
海东市,Haidong,630200,青海省,Qinghai,Tier 5,36.5085110809413,102.1104440722824,149.32,0,0,0,0,1,1307.4383627373538,2.3343610319999994,0.002933782820866823,4.274581818181818,313.1670000000001,266.6785,46.488500000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海北藏族自治州,Haibei,632200,青海省,Qinghai,Tier 5,36.96066282412982,100.907434321456,28.49,0,0,0,0,1,1426.005287198188,0.290199024,0.0008460075143778767,3.737927272727272,284.0399000000001,244.6076,39.432300000000055,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
黄南藏族自治州,Huangnan,632300,青海省,Qinghai,Tier 5,35.525804586515534,102.02242827807585,28.0229,0,0,0,0,1,1269.7988134744878,0.032022864,0.0007587436926663177,3.4301136363636364,268.14950000000005,237.4723,30.677200000000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海南藏族自治州,Hainan,632500,青海省,Qinghai,Tier 5,36.292102479898794,100.62662114445921,47.8,0,0,0,0,1,1418.614060187554,0.241870536,0.001059689867879746,4.201586363636365,315.5414,282.5676,32.97380000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
果洛藏族自治州,Guoluo,632600,青海省,Qinghai,Tier 5,34.4771938664709,100.25159197879556,21.1588,0,0,0,0,1,1387.587134946066,0.034723727999999995,0.0005504961456056968,2.602595454545454,231.1691,175.7703,55.398800000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
玉树藏族自治州,Yushu,632700,青海省,Qinghai,Tier 5,33.010979585142735,97.01318076277326,42.25,0,0,0,0,1,1657.7606149278708,0.058997484,0.0005915482603232923,2.8973818181818185,240.8576,183.5693,57.28830000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海西蒙古族藏族自治州,Haixi,632800,青海省,Qinghai,Tier 5,37.382750462527454,97.37629911601906,52.07,0,0,0,0,1,1732.7199533171108,0.8607338640000002,0.0012217764353472725,3.624022727272727,264.1648,233.1388,31.02600000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
银川市,Yinchuan,640100,宁夏回族自治区,Ningxia,Tier 3,38.4924600555096,106.23849358740016,229.31,0,0,1,0,0,1146.115713711452,8.500799340000002,0.004270634136874744,5.693031818181818,359.5321,268.2389,91.2932,1,1,2,5,7,7,9,11,15,16,19,20,20,25,27,29,28,28,30,31,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0
石嘴山市,Shizuishan,640200,宁夏回族自治区,Ningxia,Tier 5,38.98968283991508,106.39060042550491,80.59,0,0,0,0,1,1178.7606218407554,1.5396706799999995,0.0013145171174991526,5.561413636363636,382.1255,312.73400000000004,69.39150000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
吴忠市,Wuzhong,640300,宁夏回族自治区,Ningxia,Tier 5,38.00371291345338,106.20537126663626,142.25,0,0,0,0,1,1108.827522326683,2.3733592920000004,0.002253192368516753,5.38250909090909,367.8428,276.83140000000003,91.01139999999998,0,0,0,0,2,3,5,5,6,7,7,7,7,8,9,9,10,13,15,19,22,25,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0
固原市,Guyuan,640400,宁夏回族自治区,Ningxia,Tier 5,36.02161725801098,106.24857742607188,125.05,0,0,0,0,1,961.4236067833127,2.376613224,0.0015264831869840725,5.323086363636365,378.7538,307.3316,71.42220000000003,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
中卫市,Zhongwei,640500,宁夏回族自治区,Ningxia,Tier 5,37.505701418702934,105.20357090088713,117.46,0,0,0,0,1,1136.523373290512,1.723656672,0.0017773809903109446,5.18865909090909,382.7657,295.6925,87.07319999999999,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
乌鲁木齐市,Urumqi,650100,新疆维吾尔自治区,Xinjiang,Tier 3,43.83076320429048,87.62443993536046,355.2,0,0,1,0,0,2767.988357857191,17.232447384,0.00698306996502479,4.347977272727272,282.16940000000005,157.04199999999997,125.12740000000008,2,3,3,4,5,6,7,8,8,8,10,12,12,15,18,19,20,20,20,20,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0
克拉玛依市,Karamay,650200,新疆维吾尔自治区,Xinjiang,Tier 5,45.58567523781376,84.89590053887504,46.2347,0,0,0,0,1,3043.187586603109,0.962055468,0.0010662920288214339,4.748627272727274,301.0915,183.0016,118.0899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吐鲁番市,Turpan,650400,新疆维吾尔自治区,Xinjiang,Tier 5,42.956984848771235,89.1972972460079,63.34,0,0,0,0,1,2612.616257392741,1.0447052760000002,0.0012822421225054392,4.085259090909092,306.9344,184.1326,122.8018,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
哈密市,Hami,650500,新疆维吾尔自治区,Xinjiang,Tier 5,42.82582436811265,93.52121554028506,55.76,0,0,0,0,1,2289.744463939035,1.7825355719999996,0.0013112696303748269,4.5721,316.0036,195.9295,120.0741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昌吉回族自治州,Changji,652300,新疆维吾尔自治区,Xinjiang,Tier 5,44.016854159919866,87.3150016244744,160.39,0,0,0,0,1,2798.948582812283,2.94785082,0.002935302024382093,3.8848,282.16230000000013,168.88000000000005,113.28230000000003,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
博尔塔拉蒙古自治州,Boertala,652700,新疆维吾尔自治区,Xinjiang,Tier 5,44.9121964134647,82.07291475827435,47.5483,0,0,0,0,1,3224.260520436797,1.95394356,0.0013986271616420456,4.163418181818182,301.3826,168.2564,133.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巴音郭楞蒙古自治州,Bayingolin,652800,新疆维吾尔自治区,Xinjiang,Tier 5,41.770287330450394,86.15171386533258,128.57,0,0,0,0,1,2802.568393022108,2.7379866240000004,0.0021568125134552108,4.024863636363635,284.57809999999995,168.2904,116.28769999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
阿克苏地区,Akesu,652900,新疆维吾尔自治区,Xinjiang,Tier 5,41.175029860077494,80.26694348473501,256.17,0,0,0,0,1,3264.9296542717852,2.001072276,0.002096198189717451,4.6844909090909095,335.4204,213.03710000000004,122.38329999999992,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
克孜勒苏柯尔克孜自治州,Kezilesukeerkezi,653000,新疆维吾尔自治区,Xinjiang,Tier 5,39.72047120487073,76.17430867621205,62.023,0,0,0,0,1,3589.2082970939337,0.292195188,0.0007865506016585116,5.12065909090909,349.5132,257.113,92.40019999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喀什地区,Kashgar,653100,新疆维吾尔自治区,Xinjiang,Tier 5,39.47609674864479,75.99639055639747,462.4,0,0,0,0,1,3602.512664166529,1.5813976679999997,0.0018012527227286555,5.595413636363636,370.7826,277.5468,93.23579999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田地区,Hetian,653200,新疆维吾尔自治区,Xinjiang,Tier 5,37.12044646304192,79.9285070635119,253.05,0,0,0,0,1,3244.124363736894,0.513520884,0.0011215570533720917,4.6916363636363645,327.7480000000001,256.11459999999994,71.63340000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
伊犁哈萨克自治州,Yili,654000,新疆维吾尔自治区,Xinjiang,Tier 5,43.92272313749215,81.3305377475322,455.68,0,0,0,0,1,3248.364176987437,2.927088576,0.002354023970153673,4.571695454545455,316.3629,182.17,134.19289999999998,0,0,1,1,2,4,4,5,5,5,6,7,9,9,9,9,10,10,10,12,14,14,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
塔城地区,Tacheng,654200,新疆维吾尔自治区,Xinjiang,Tier 5,46.750948254373434,82.98723551840641,121.94,0,0,0,0,1,3229.1765917772555,1.27464516,0.0019643409896879537,3.611036363636365,270.4963,157.46720000000005,113.02909999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿勒泰地区,Aletai,654300,新疆维吾尔自治区,Xinjiang,Tier 5,47.850727870101956,88.14792620373525,65.7265,0,0,0,0,1,2936.0969938800195,0.5512033800000001,0.0011607553030980216,3.3804772727272723,267.3662,161.4704,105.89579999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石河子市,Shihezi,659001,新疆维吾尔自治区,Xinjiang,Tier 5,44.31197647806301,86.08688567193295,71.7,0,0,0,0,1,2902.24635209728,1.327312008,0.0014660761253572467,4.19875,277.4414,168.10719999999995,109.3342,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
阿拉尔市,Alar,659002,新疆维吾尔自治区,Xinjiang,Tier 5,40.55326389470603,81.28735422539545,40.9,0,0,0,0,1,3168.2292624671086,0.209478312,0.0007434269883509972,3.6824454545454537,266.1407,169.3245,96.81619999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
图木舒克市,Tumxuk,659003,新疆维吾尔自治区,Xinjiang,Tier 5,39.87120907742499,79.07561628689639,27.01,0,0,0,0,1,3343.5333173784056,0.15226218,0.0005788654368071262,4.641081818181818,300.5958,219.1325,81.4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
五家渠市,Wujiaqu,659004,新疆维吾尔自治区,Xinjiang,Tier 5,44.17244451890096,87.54993663229611,37.12,0,0,0,0,1,2788.517994150929,0.31565181600000003,0.0009118424576663662,3.095881818181818,222.1058,130.1059,91.99990000000004,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
