city_cn,city,city_id,province_cn,province,tier,lat,lng,population,city_tier1,city_tier2,city_tier3,city_tier4,city_tier5,distance,local_flow,pagerank,mean_intensity,intensity_2019,intensity_2020,intensity_reduction,date_0123,date_0124,date_0125,date_0126,date_0127,date_0128,date_0129,date_0130,date_0131,date_0201,date_0202,date_0203,date_0204,date_0205,date_0206,date_0207,date_0208,date_0209,date_0210,date_0211,date_0212,date_0213,date_0214,date_0215,date_0216,date_0217,date_0218,date_0219,date_0220,date_0221,date_0222,date_0223,date_0224,date_0225,date_0226,date_0227,date_0228,date_0229,date_0301,date_0302,date_0303,date_0304,date_0305,date_0306,date_0307,date_0308,date_0309,date_0310,date_0311,date_0312,date_0313,date_0314,date_0315,date_0316,date_0317,date_0318,date_0319,date_0320,date_0321,date_0322,date_0323,date_0324,date_0325,date_0326,date_0327,date_0328,date_0329,date_0330,date_0331,date_0401,hubei_city
淮北市,Huaibei,340600,安徽省,Anhui,Tier 4,33.961656300276324,116.8045372670298,227.0,0,0,0,1,0,440.69084950372735,6.734269692000001,0.0022404347624794814,5.441072727272727,356.1825,281.5248,74.65770000000003,0,0,1,1,2,2,2,2,6,6,8,11,14,17,22,22,23,23,24,24,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0
铜陵市,Tongling,340700,安徽省,Anhui,Tier 4,30.951233239913392,117.8184767944575,164.1,0,0,0,1,0,337.9634877046676,10.889251038,0.0014943876419925618,5.86245909090909,384.54,350.4634000000001,34.07659999999993,0,3,3,3,9,9,10,14,16,16,18,19,19,20,22,23,24,25,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0
安庆市,Anqing,340800,安徽省,Anhui,Tier 3,30.53095656804304,117.0636039049188,472.3,0,0,1,0,0,264.1156061877532,66.613384098,0.003216423403839878,6.05480909090909,396.9983,354.6206,42.3777,1,4,5,8,8,14,18,18,37,43,47,55,56,60,66,71,75,78,80,80,80,81,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
黄山市,Huangshan,341000,安徽省,Anhui,Tier 4,29.721889786591692,118.3454372531478,142.1,0,0,0,1,0,400.52384878724513,6.707962188000001,0.0010520527403529876,5.960886363636362,396.4641,337.87779999999987,58.58630000000011,0,0,1,1,4,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
滁州市,Chuzhou,341100,安徽省,Anhui,Tier 3,32.26127087204081,118.3394061359658,414.7,0,0,1,0,0,424.9638945827366,11.9300607,0.002820555169909438,5.5510363636363635,368.8935,323.22689999999994,45.666600000000074,1,2,2,2,4,4,4,4,6,6,8,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
阜阳市,Fuyang,341200,安徽省,Anhui,Tier 3,32.896060994852206,115.8204361249132,1077.3,0,0,1,0,0,292.12537907737146,51.00088681800001,0.005431593901488527,6.178150000000001,425.9902,339.1763,86.81389999999998,2,7,10,10,21,23,28,38,47,59,65,79,84,95,105,113,118,125,132,138,142,146,150,152,153,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,0
宿州市,Suzhou,341300,安徽省,Anhui,Tier 3,33.652095326452134,116.97054394561262,658.27,0,0,1,0,0,421.40288787284715,14.146489134000001,0.004267973564749091,5.493449999999998,384.7273,311.4786,73.24870000000004,0,0,2,3,3,9,10,10,12,14,21,23,24,25,27,28,28,31,33,36,38,39,39,39,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0
六安市,Luan,341500,安徽省,Anhui,Tier 3,31.741450815322555,116.52640966418569,487.3,0,0,1,0,0,246.2495107821744,33.632206668,0.003188503442219509,5.775272727272727,399.5049,337.0191000000001,62.485799999999934,2,2,3,3,4,6,8,9,13,13,20,30,34,36,41,51,54,57,59,59,60,61,63,65,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
亳州市,Bozhou,341600,安徽省,Anhui,Tier 4,33.850642695788835,115.78446321127451,526.3,0,0,0,1,0,386.42313136701034,16.35637617,0.003853160706319487,6.2413772727272745,439.67,381.6214,58.04860000000002,1,4,6,6,8,15,20,20,25,30,39,48,58,66,72,81,87,92,92,97,100,106,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
池州市,Chizhou,341700,安徽省,Anhui,Tier 4,30.67088379076453,117.49842096159624,148.5,0,0,0,1,0,305.6060468757575,8.779817448000001,0.0015152647961193212,5.67406818181818,370.7034,337.4801999999999,33.22320000000008,1,1,1,1,1,1,2,4,4,6,6,10,11,11,11,11,12,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
宣城市,Xuancheng,341800,安徽省,Anhui,Tier 4,30.94660154529291,118.76553424276743,266.1,0,0,0,1,0,428.091775757163,8.094284316000001,0.0015187737097084762,5.853727272727273,390.9057,354.181,36.72470000000004,0,0,1,1,2,2,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
福州市,Fuzhou,350100,福建省,Fujian,Tier 2,26.08042942069808,119.30346983853998,780.0,0,1,0,0,0,700.0155366191043,32.559470694000005,0.003321757824013928,4.826963636363637,288.7985,237.1664,51.63209999999998,4,6,10,17,18,24,30,32,39,44,47,53,55,56,57,59,62,63,63,64,64,66,66,68,69,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
厦门市,Xiamen,350200,福建省,Fujian,Tier 2,24.485406605176305,118.09643549976653,429.0,0,1,0,0,0,773.5552300072566,30.280422456000004,0.003074026436397377,5.27905,309.0563,257.8552,51.20110000000005,3,3,4,4,5,6,7,13,17,18,19,20,21,21,23,25,25,28,31,32,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0
莆田市,Putian,350300,福建省,Fujian,Tier 3,25.459865455922714,119.01452097812651,291.0,0,0,1,0,0,733.3954042150986,11.635056918000002,0.0014284463309117733,4.574836363636363,285.082,248.6143,36.46770000000001,0,0,0,9,14,14,17,22,25,27,34,37,38,42,44,47,47,51,51,52,54,54,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0
三明市,Sanming,350400,福建省,Fujian,Tier 4,26.26973651599184,117.64552116782144,259.0,0,0,0,1,0,580.276616370672,10.761553566,0.0014300623821305088,4.887263636363636,314.30860000000007,290.7335,23.575100000000077,0,1,4,4,8,8,10,10,10,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
泉州市,Quanzhou,350500,福建省,Fujian,Tier 2,24.87995233049832,118.68244626680422,874.0,0,1,0,0,0,766.159344828491,29.81199978,0.0028508938625849004,4.436918181818182,273.7278,240.0233,33.704500000000024,1,3,4,10,13,13,18,22,24,29,31,35,37,39,40,40,42,42,43,43,44,44,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,0
漳州市,Zhangzhou,350600,福建省,Fujian,Tier 3,24.51892979117087,117.65357645298785,516.0,0,0,1,0,0,750.0692296631997,6.5558950560000016,0.0018069159919537274,4.611122727272726,291.9583,272.6302999999999,19.328000000000085,0,3,4,4,5,6,7,8,11,12,13,13,15,16,16,16,16,16,17,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
南平市,Nanping,350700,福建省,Fujian,Tier 4,26.647772874203266,118.18436954814258,269.0,0,0,0,1,0,578.814391411878,8.370245484,0.0014039820090046458,4.624095454545454,304.31089999999995,253.6606,50.65029999999996,0,0,0,2,3,3,3,3,8,8,11,11,12,12,12,14,16,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
龙岩市,Longyan,350800,福建省,Fujian,Tier 4,25.08121984487168,117.02344756677536,264.0,0,0,0,1,0,667.1405374650736,5.2825711680000005,0.0013336601339165768,5.034072727272728,333.80299999999994,302.6892,31.11379999999991,0,0,0,0,1,1,1,1,1,1,1,2,2,2,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
宁德市,Ningde,350900,福建省,Fujian,Tier 3,26.67224171140857,119.55451074542827,291.0,0,0,1,0,0,672.250571068583,6.935226480000001,0.0013144064111225795,4.681104545454545,286.67,266.7464,19.923599999999965,1,2,3,6,6,7,8,9,9,9,12,12,14,16,16,21,23,24,24,24,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0
南昌市,Nanchang,360100,江西省,Jiangxi,Tier 2,28.68945529506072,115.86458944231659,560.06,0,1,0,0,0,259.58832624381694,81.97949995200001,0.0061883795414726574,5.1937772727272735,308.31240000000014,229.3661,78.9463000000001,2,3,4,8,17,25,46,67,83,89,103,121,134,149,162,168,179,189,195,204,210,217,222,227,228,229,229,229,229,229,229,229,229,229,229,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,0
景德镇市,Jingdezhen,360200,江西省,Jiangxi,Tier 4,29.274247711040953,117.1845764463858,168.0523,0,0,0,1,0,313.8109131878645,11.732368536,0.0015236227663359672,5.7624272727272725,373.577,305.9316,67.6454,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
萍乡市,Pingxiang,360300,江西省,Jiangxi,Tier 5,27.6283927093972,113.8614964337543,194.13,0,0,0,0,1,332.09720764188523,8.445126744,0.0013215967059908153,5.228313636363636,363.9223,284.64650000000006,79.27579999999989,1,1,2,2,2,2,5,8,9,15,18,20,22,23,24,24,24,25,26,29,29,31,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0
九江市,Jiujiang,360400,江西省,Jiangxi,Tier 3,29.711340559079343,116.00753491163064,492.03,0,0,1,0,0,190.6913271736089,83.51119261800001,0.003266654343354552,5.532418181818182,363.5159,286.6194000000001,76.89649999999995,1,2,2,4,9,16,31,42,43,55,64,78,86,92,95,97,100,101,101,105,109,114,115,117,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,0
新余市,Xinyu,360500,江西省,Jiangxi,Tier 5,27.82357869778859,114.9235346513963,119.34,0,0,0,0,1,313.26831909864137,6.338993580000001,0.0012210701334449347,5.705745454545454,392.9903000000001,253.0112,139.97910000000007,1,1,1,3,3,11,11,28,40,43,50,59,69,78,87,95,100,105,110,117,121,124,127,129,129,129,129,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0
鹰潭市,Yingtan,360600,江西省,Jiangxi,Tier 5,28.26578706319141,117.0755754270272,118.16,0,0,0,0,1,372.50297876552116,7.235537544000001,0.001206160457058826,5.566886363636364,362.7804,310.2064000000001,52.57399999999996,0,0,0,0,1,1,3,4,4,8,8,8,9,9,10,11,11,12,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
赣州市,Ganzhou,360700,江西省,Jiangxi,Tier 3,25.83517610349765,114.9405033729825,870.8,0,0,1,0,0,531.4777447175549,26.11678221,0.0035761597162140483,5.472086363636364,365.1845,302.9352,62.24930000000001,0,2,7,7,10,16,21,27,30,34,35,42,48,52,59,64,69,71,72,72,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
吉安市,Jian,360800,江西省,Jiangxi,Tier 4,27.119726826070448,115.00051072001251,495.97,0,0,0,1,0,391.37366008361465,20.558840688000004,0.002634417504732592,5.428554545454545,333.2193000000001,294.6439,38.57540000000006,1,1,2,3,3,4,5,8,11,12,13,15,15,15,16,17,17,18,19,21,20,20,20,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0
宜春市,Yichun,360900,江西省,Jiangxi,Tier 3,27.820856421848216,114.42356367590641,558.26,0,0,1,0,0,308.0609595470292,38.354690700000006,0.003560829029981387,5.636404545454545,387.631,296.9593000000001,90.67169999999993,0,1,5,6,10,14,14,26,29,31,36,45,48,54,62,67,74,77,83,88,95,101,102,104,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,0
抚州市,Fuzhou,361000,江西省,Jiangxi,Tier 4,27.954892253419565,116.36453876864373,406.03,0,0,0,1,0,354.463594139311,23.295160656,0.0023663381708621738,5.633536363636362,368.6106,319.7182,48.89239999999995,1,4,6,7,8,9,13,15,18,24,29,34,44,46,56,59,63,64,67,68,69,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
上饶市,Shangrao,361100,江西省,Jiangxi,Tier 3,28.46062592185173,117.94945960312224,683.3,0,0,1,0,0,424.8256220617086,27.500569361999997,0.0038528310172734593,5.586722727272727,375.1764,311.882,63.2944,0,2,6,6,7,9,11,12,16,19,32,50,69,78,86,92,98,104,111,116,119,122,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,0
济南市,Jinan,370100,山东省,Shandong,Tier 2,36.65655420178723,117.1263994126105,890.87,0,1,0,0,0,720.8072278050577,20.646432630000003,0.005922154744031814,5.718636363636365,333.8034,289.3958,44.4076,0,2,3,7,10,11,14,16,18,19,22,25,29,33,39,42,42,44,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,0
青岛市,Qingdao,370200,山东省,Shandong,new Tier 1,36.07222749666322,120.38945519114628,949.98,1,0,0,0,0,829.5127214537456,22.930148898000013,0.0035771278795829454,5.787822727272728,348.75449999999995,287.5716,61.18289999999996,3,4,6,10,13,15,18,21,21,22,25,29,34,41,43,46,47,52,53,53,53,53,56,57,57,58,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,0
淄博市,Zibo,370300,山东省,Shandong,Tier 3,36.81908568332188,118.06145253489895,469.7,0,0,1,0,0,772.4038970872239,7.6159184039999985,0.00219677104918242,5.874927272727274,374.9356,305.27740000000006,69.65819999999991,0,0,1,2,2,4,6,8,10,12,12,12,14,14,15,15,16,16,19,20,23,26,28,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0
枣庄市,Zaozhuang,370400,山东省,Shandong,Tier 4,34.81599404843511,117.33054194483896,393.3,0,0,0,1,0,546.625839991312,6.641232444,0.0021985821940826667,5.930731818181817,388.9744,308.71089999999987,80.26350000000008,0,0,0,0,2,8,8,9,11,14,15,16,17,17,19,19,21,21,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
东营市,Dongying,370500,山东省,Shandong,Tier 4,37.43964182632335,118.68138493513693,217.97,0,0,0,1,0,859.2242139978054,4.505764644,0.0013683310295316644,6.366213636363634,387.6502,370.1854,17.464800000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
烟台市,Yantai,370600,山东省,Shandong,Tier 2,37.47003838373053,121.45441541730196,713.8,0,1,0,0,0,1007.3071758316356,12.431792520000002,0.0020069884563445467,5.542849999999999,353.19000000000005,277.9382,75.25180000000006,0,2,2,4,8,10,13,18,20,20,22,26,26,29,31,34,36,39,41,43,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,0
潍坊市,Weifang,370700,山东省,Shandong,Tier 3,36.712651551267534,119.16837791142822,935.15,0,0,1,0,0,813.8599727022473,12.976077042000005,0.0029939614157058324,5.4876818181818185,353.65649999999994,278.0038,75.65269999999992,1,1,2,3,3,5,7,8,9,10,13,13,16,21,27,29,34,37,38,38,38,41,42,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,0
济宁市,Jining,370800,山东省,Shandong,Tier 3,35.420177394529645,116.59361234853986,835.6,0,0,1,0,0,575.6456415299866,14.840335619999998,0.00425581199923074,5.627245454545455,371.1331,282.3255,88.80759999999998,0,2,4,5,5,5,8,8,10,14,18,21,23,32,35,38,39,39,41,42,43,46,49,51,52,52,52,52,253,253,257,257,257,258,258,258,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,0
泰安市,Taian,370900,山东省,Shandong,Tier 3,36.2058580448846,117.09449483479591,563.5,0,0,1,0,0,673.5633716019908,9.121163112,0.002512577815919098,5.349895454545453,354.74759999999986,260.15880000000004,94.58879999999986,0,0,0,0,1,3,3,3,5,9,11,12,14,18,20,20,23,26,32,32,32,32,32,32,32,32,32,33,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0
威海市,Weihai,371000,山东省,Shandong,Tier 3,37.516430548014796,122.12754097831323,283.6,0,0,1,0,0,1052.5153791590394,5.882705027999999,0.0010866215454813368,5.385609090909092,347.4745000000001,279.15740000000005,68.31709999999998,2,3,4,7,10,11,14,19,24,24,25,25,27,28,30,32,34,35,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0
日照市,Rizhao,371100,山东省,Shandong,Tier 4,35.42283899843767,119.53341540456556,294.9,0,0,0,1,0,723.8721070341437,4.506070176000001,0.0016131273129104868,5.419363636363637,334.8124,297.4139,37.39850000000007,1,2,4,5,6,7,8,9,10,11,12,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
临沂市,Linyi,371300,山东省,Shandong,Tier 3,35.11067124236514,118.36353300501386,1066.71,0,0,1,0,0,627.7637444086463,15.529704264000001,0.0039242655377029695,5.530818181818181,358.8821000000001,284.81180000000006,74.07029999999997,2,3,7,7,8,15,16,20,23,24,24,27,30,32,35,38,40,42,44,45,45,47,47,47,47,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0
德州市,Dezhou,371400,山东省,Shandong,Tier 4,37.441308454576266,116.36555674397472,574.85,0,0,0,1,0,782.313797762215,7.750133136,0.0031030074949289087,5.612963636363636,383.0053,304.2506,78.75470000000001,0,1,3,6,8,11,11,16,17,19,19,19,19,26,27,28,30,32,32,33,35,35,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,0
聊城市,Liaocheng,371500,山东省,Shandong,Tier 4,36.462758187694114,115.99158784830445,609.83,0,0,0,1,0,668.8555432642565,11.117534472000001,0.002864449668450945,5.546404545454545,375.0561,298.2354,76.82069999999999,0,1,1,1,3,3,5,7,7,9,9,10,12,15,20,27,33,34,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0
滨州市,Binzhou,371600,山东省,Shandong,Tier 4,37.3881961960769,117.9774040171467,392.3,0,0,0,1,0,825.5881637609094,4.338140976000002,0.002066686492454698,5.876663636363636,390.74399999999986,314.2276,76.51639999999992,0,0,1,3,4,6,7,9,9,10,10,11,11,11,11,11,11,11,11,12,12,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
菏泽市,Heze,371700,山东省,Shandong,Tier 3,35.2394074247655,115.48754503343376,878.17,0,0,1,0,0,526.3040301569059,22.91262552,0.004115523112660857,5.165886363636363,360.929,287.52849999999995,73.40050000000008,0,0,1,3,4,7,7,7,8,8,9,10,12,12,13,14,14,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
郑州市,Zhengzhou,410100,河南省,Henan,new Tier 1,34.75343885045448,113.63141920733915,1035.2,1,0,0,0,0,465.17278060769036,106.73097564600002,0.015528788835499062,5.587709090909091,344.5597,230.276,114.28369999999998,3,6,20,29,37,40,46,50,56,65,72,85,92,102,112,120,126,130,132,137,141,142,144,148,151,154,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,158,158,158,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,0
开封市,Kaifeng,410200,河南省,Henan,Tier 4,34.802885811211716,114.3145925849712,527.77,0,0,0,1,0,466.2674534746,21.332243592,0.003864422215066847,5.580590909090909,380.6884,291.7276,88.9608,0,0,0,1,2,3,4,6,8,11,11,12,17,18,20,21,24,24,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0
洛阳市,Luoyang,410300,河南省,Henan,Tier 3,34.62426277921943,112.4594212983115,717.02,0,0,1,0,0,479.0749799193274,31.163934006000005,0.003832576054036194,5.409840909090909,350.60070000000013,262.3139,88.28680000000007,1,1,1,2,2,2,2,3,5,7,7,12,17,21,24,25,25,27,28,29,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0
平顶山市,Pingdingshan,410400,河南省,Henan,Tier 4,33.77205074869101,113.19952856052157,502.57,0,0,0,1,0,367.20371303146436,22.216254426000003,0.003242743550709136,5.478063636363636,365.8490000000001,279.1261,86.72290000000004,0,1,2,5,5,5,8,10,11,14,19,28,34,41,46,48,50,52,54,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,0
安阳市,Anyang,410500,河南省,Henan,Tier 4,36.10594098401491,114.39950042177428,594.79,0,0,0,1,0,610.8946705811237,22.84086519,0.0035700669314106233,5.30479090909091,354.26900000000006,249.23060000000004,105.03840000000002,0,0,3,7,11,14,16,20,24,24,29,33,35,37,40,43,44,45,46,49,50,50,51,51,51,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,0
鹤壁市,Hebi,410600,河南省,Henan,Tier 5,35.7523574114,114.30359364247649,163.15,0,0,0,0,1,571.6076212011466,7.7783227560000014,0.0014395597120867,5.53261818181818,357.2144,263.6205,93.59390000000002,0,0,0,2,2,5,6,6,6,8,8,10,10,10,11,13,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
